Year,UNIT_MEASURE,Administrativno područje,Pol,Disabilities,Value
2013,Broj,Donji Žabar,Ž,communication,10
2013,Broj,Grad Zvornik,Oba pola,communication,402
2013,Broj,Grad Zvornik,M,communication,184
2013,Broj,Grad Zvornik,Ž,communication,218
2013,Broj,Istočna Ilidža,Oba pola,communication,113
2013,Broj,Istočna Ilidža,M,communication,54
2013,Broj,Istočna Ilidža,Ž,communication,59
2013,Broj,Istočni Drvar,Oba pola,communication,0
2013,Broj,Istočni Drvar,M,communication,0
2013,Broj,Istočni Drvar,Ž,communication,0
2013,Broj,Istočni Mostar,Oba pola,communication,2
2013,Broj,Istočni Mostar,M,communication,1
2013,Broj,Istočni Mostar,Ž,communication,1
2013,Broj,Istočni Stari Grad,Oba pola,communication,14
2013,Broj,Istočni Stari Grad,M,communication,9
2013,Broj,Istočni Stari Grad,Ž,communication,5
2013,Broj,Istočno Novo Sarajevo,Oba pola,communication,65
2013,Broj,Istočno Novo Sarajevo,M,communication,33
2013,Broj,Istočno Novo Sarajevo,Ž,communication,32
2013,Broj,Jezero,Oba pola,communication,14
2013,Broj,Jezero,M,communication,6
2013,Broj,Jezero,Ž,communication,8
2013,Broj,Kalinovik,Oba pola,communication,17
2013,Broj,Kalinovik,M,communication,8
2013,Broj,Kalinovik,Ž,communication,9
2013,Broj,Kneževo,Oba pola,communication,140
2013,Broj,Kneževo,M,communication,59
2013,Broj,Kneževo,Ž,communication,81
2013,Broj,Kozarska Dubica,Oba pola,communication,187
2013,Broj,Kozarska Dubica,M,communication,94
2013,Broj,Kozarska Dubica,Ž,communication,93
2013,Broj,Kostajnica,Oba pola,communication,53
2013,Broj,Kostajnica,M,communication,21
2013,Broj,Kostajnica,Ž,communication,32
2013,Broj,Kotor Varoš,Oba pola,communication,176
2013,Broj,Kotor Varoš,M,communication,84
2013,Broj,Kotor Varoš,Ž,communication,92
2013,Broj,Krupa Na Uni,Oba pola,communication,20
2013,Broj,Krupa Na Uni,M,communication,8
2013,Broj,Krupa Na Uni,Ž,communication,12
2013,Broj,Kupres,Oba pola,communication,6
2013,Broj,Kupres,M,communication,4
2013,Broj,Kupres,Ž,communication,2
2013,Broj,Laktaši,Oba pola,communication,283
2013,Broj,Laktaši,M,communication,148
2013,Broj,Laktaši,Ž,communication,135
2013,Broj,Lopare,Oba pola,communication,168
2013,Broj,Lopare,M,communication,86
2013,Broj,Lopare,Ž,communication,82
2013,Broj,Ljubinje,Oba pola,communication,31
2013,Broj,Ljubinje,M,communication,14
2013,Broj,Ljubinje,Ž,communication,17
2013,Broj,Milići,Oba pola,communication,77
2013,Broj,Milići,M,communication,27
2013,Broj,Milići,Ž,communication,50
2013,Broj,Modriča,Oba pola,communication,309
2013,Broj,Modriča,M,communication,139
2013,Broj,Modriča,Ž,communication,170
2013,Broj,Mrkonjić Grad,Oba pola,communication,176
2013,Broj,Mrkonjić Grad,M,communication,73
2013,Broj,Mrkonjić Grad,Ž,communication,103
2013,Broj,Nevesinje,Oba pola,communication,107
2013,Broj,Nevesinje,M,communication,43
2013,Broj,Nevesinje,Ž,communication,64
2013,Broj,Novi Grad,Oba pola,communication,277
2013,Broj,Novi Grad,M,communication,121
2013,Broj,Novi Grad,Ž,communication,156
2013,Broj,Novo Goražde,Oba pola,communication,18
2013,Broj,Novo Goražde,M,communication,5
2013,Broj,Novo Goražde,Ž,communication,13
2013,Broj,Osmaci,Oba pola,communication,40
2013,Broj,Osmaci,M,communication,19
2013,Broj,Osmaci,Ž,communication,21
2013,Broj,Oštra Luka,Oba pola,communication,26
2013,Broj,Oštra Luka,M,communication,10
2013,Broj,Oštra Luka,Ž,communication,16
2013,Broj,Pale,Oba pola,communication,130
2013,Broj,Pale,M,communication,59
2013,Broj,Pale,Ž,communication,71
2013,Broj,Pelagićevo,Oba pola,communication,68
2013,Broj,Pelagićevo,M,communication,33
2013,Broj,Pelagićevo,Ž,communication,35
2013,Broj,Petrovac,Oba pola,communication,1
2013,Broj,Petrovac,M,communication,0
2013,Broj,Petrovac,Ž,communication,1
2013,Broj,Petrovo,Oba pola,communication,64
2013,Broj,Petrovo,M,communication,36
2013,Broj,Petrovo,Ž,communication,28
2013,Broj,Grad Prijedor,Oba pola,communication,927
2013,Broj,Grad Prijedor,M,communication,517
2013,Broj,Grad Prijedor,Ž,communication,410
2013,Broj,Prnjavor,Oba pola,communication,320
2013,Broj,Prnjavor,M,communication,162
2013,Broj,Prnjavor,Ž,communication,158
2013,Broj,Ribnik,Oba pola,communication,91
2013,Broj,Ribnik,M,communication,45
2013,Broj,Ribnik,Ž,communication,46
2013,Broj,Rogatica,Oba pola,communication,90
2013,Broj,Rogatica,M,communication,45
2013,Broj,Rogatica,Ž,communication,45
2013,Broj,Rudo,Oba pola,communication,68
2013,Broj,Rudo,M,communication,29
2013,Broj,Rudo,Ž,communication,39
2013,Broj,Sokolac,Oba pola,communication,112
2013,Broj,Sokolac,M,communication,43
2013,Broj,Sokolac,Ž,communication,69
2013,Broj,Srbac,Oba pola,communication,171
2013,Broj,Srbac,M,communication,81
2013,Broj,Srbac,Ž,communication,90
2013,Broj,Srebrenica,Oba pola,communication,80
2013,Broj,Srebrenica,M,communication,33
2013,Broj,Srebrenica,Ž,communication,47
2013,Broj,Teslić,Oba pola,communication,387
2013,Broj,Teslić,M,communication,189
2013,Broj,Teslić,Ž,communication,198
2013,Broj,Grad Trebinje,Oba pola,communication,205
2013,Broj,Grad Trebinje,M,communication,94
2013,Broj,Grad Trebinje,Ž,communication,111
2013,Broj,Trnovo,Oba pola,communication,22
2013,Broj,Trnovo,M,communication,12
2013,Broj,Trnovo,Ž,communication,10
2013,Broj,Ugljevik,Oba pola,communication,93
2013,Broj,Ugljevik,M,communication,41
2013,Broj,Ugljevik,Ž,communication,52
2013,Broj,Foča,Oba pola,communication,170
2013,Broj,Foča,M,communication,81
2013,Broj,Foča,Ž,communication,89
2013,Broj,Han Pijesak,Oba pola,communication,36
2013,Broj,Han Pijesak,M,communication,14
2013,Broj,Han Pijesak,Ž,communication,22
2013,Broj,Čajniče,Oba pola,communication,41
2013,Broj,Čajniče,M,communication,17
2013,Broj,Čajniče,Ž,communication,24
2013,Broj,Čelinac,Oba pola,communication,163
2013,Broj,Čelinac,M,communication,72
2013,Broj,Čelinac,Ž,communication,91
2013,Broj,Šamac,Oba pola,communication,146
2013,Broj,Šamac,M,communication,71
2013,Broj,Šamac,Ž,communication,75
2013,Broj,Šekovići,Oba pola,communication,68
2013,Broj,Šekovići,M,communication,33
2013,Broj,Šekovići,Ž,communication,35
2013,Broj,Šipovo,Oba pola,communication,92
2013,Broj,Šipovo,M,communication,42
2013,Broj,Šipovo,Ž,communication,50
2013,Broj,Republika Srpska,Oba pola,multiple_disabilities,38298
2013,Broj,Republika Srpska,M,multiple_disabilities,16292
2013,Broj,Republika Srpska,Ž,multiple_disabilities,22006
2013,Broj,Grad Banja Luka,Oba pola,multiple_disabilities,4944
2013,Broj,Grad Banja Luka,M,multiple_disabilities,2158
2013,Broj,Grad Banja Luka,Ž,multiple_disabilities,2786
2013,Broj,Berkovići,Oba pola,multiple_disabilities,73
2013,Broj,Berkovići,M,multiple_disabilities,32
2013,Broj,Berkovići,Ž,multiple_disabilities,41
2013,Broj,Grad Bijeljina,Oba pola,multiple_disabilities,3094
2013,Broj,Grad Bijeljina,M,multiple_disabilities,1359
2013,Broj,Grad Bijeljina,Ž,multiple_disabilities,1735
2013,Broj,Bileća,Oba pola,multiple_disabilities,350
2013,Broj,Bileća,M,multiple_disabilities,151
2013,Broj,Bileća,Ž,multiple_disabilities,199
2013,Broj,Bratunac,Oba pola,multiple_disabilities,566
2013,Broj,Bratunac,M,multiple_disabilities,243
2013,Broj,Bratunac,Ž,multiple_disabilities,323
2013,Broj,Brod,Oba pola,multiple_disabilities,485
2013,Broj,Brod,M,multiple_disabilities,194
2013,Broj,Brod,Ž,multiple_disabilities,291
2013,Broj,Višegrad,Oba pola,multiple_disabilities,477
2013,Broj,Višegrad,M,multiple_disabilities,145
2013,Broj,Višegrad,Ž,multiple_disabilities,332
2013,Broj,Vlasenica,Oba pola,multiple_disabilities,305
2013,Broj,Vlasenica,M,multiple_disabilities,130
2013,Broj,Vlasenica,Ž,multiple_disabilities,175
2013,Broj,Vukosavlje,Oba pola,multiple_disabilities,158
2013,Broj,Vukosavlje,M,multiple_disabilities,77
2013,Broj,Vukosavlje,Ž,multiple_disabilities,81
2013,Broj,Gacko,Oba pola,multiple_disabilities,219
2013,Broj,Gacko,M,multiple_disabilities,84
2013,Broj,Gacko,Ž,multiple_disabilities,135
2013,Broj,Grad Gradiška,Oba pola,multiple_disabilities,1641
2013,Broj,Grad Gradiška,M,multiple_disabilities,637
2013,Broj,Grad Gradiška,Ž,multiple_disabilities,1004
2013,Broj,Grad Derventa,Oba pola,multiple_disabilities,938
2013,Broj,Grad Derventa,M,multiple_disabilities,385
2013,Broj,Grad Derventa,Ž,multiple_disabilities,553
2013,Broj,Grad Doboj,Oba pola,multiple_disabilities,3008
2013,Broj,Grad Doboj,M,multiple_disabilities,1227
2013,Broj,Grad Doboj,Ž,multiple_disabilities,1781
2013,Broj,Donji Žabar,Oba pola,multiple_disabilities,89
2013,Broj,Donji Žabar,M,multiple_disabilities,42
2013,Broj,Donji Žabar,Ž,multiple_disabilities,47
2013,Broj,Grad Zvornik,Oba pola,multiple_disabilities,1546
2013,Broj,Grad Zvornik,M,multiple_disabilities,670
2013,Broj,Grad Zvornik,Ž,multiple_disabilities,876
2013,Broj,Istočna Ilidža,Oba pola,multiple_disabilities,394
2013,Broj,Istočna Ilidža,M,multiple_disabilities,171
2013,Broj,Istočna Ilidža,Ž,multiple_disabilities,223
2013,Broj,Istočni Drvar,Oba pola,multiple_disabilities,4
2013,Broj,Istočni Drvar,M,multiple_disabilities,1
2013,Broj,Istočni Drvar,Ž,multiple_disabilities,3
2013,Broj,Istočni Mostar,Oba pola,multiple_disabilities,7
2013,Broj,Istočni Mostar,M,multiple_disabilities,2
2013,Broj,Istočni Mostar,Ž,multiple_disabilities,5
2013,Broj,Istočni Stari Grad,Oba pola,multiple_disabilities,32
2013,Broj,Istočni Stari Grad,M,multiple_disabilities,16
2013,Broj,Istočni Stari Grad,Ž,multiple_disabilities,16
2013,Broj,Istočno Novo Sarajevo,Oba pola,multiple_disabilities,206
2013,Broj,Istočno Novo Sarajevo,M,multiple_disabilities,87
2013,Broj,Istočno Novo Sarajevo,Ž,multiple_disabilities,119
2013,Broj,Jezero,Oba pola,multiple_disabilities,40
2013,Broj,Jezero,M,multiple_disabilities,17
2013,Broj,Jezero,Ž,multiple_disabilities,23
2013,Broj,Kalinovik,Oba pola,multiple_disabilities,80
2013,Broj,Kalinovik,M,multiple_disabilities,30
2013,Broj,Kalinovik,Ž,multiple_disabilities,50
2013,Broj,Kneževo,Oba pola,multiple_disabilities,399
2013,Broj,Kneževo,M,multiple_disabilities,178
2013,Broj,Kneževo,Ž,multiple_disabilities,221
2013,Broj,Kozarska Dubica,Oba pola,multiple_disabilities,741
2013,Broj,Kozarska Dubica,M,multiple_disabilities,302
2013,Broj,Kozarska Dubica,Ž,multiple_disabilities,439
2013,Broj,Kostajnica,Oba pola,multiple_disabilities,209
2013,Broj,Kostajnica,M,multiple_disabilities,93
2013,Broj,Kostajnica,Ž,multiple_disabilities,116
2013,Broj,Kotor Varoš,Oba pola,multiple_disabilities,702
2013,Broj,Kotor Varoš,M,multiple_disabilities,310
2013,Broj,Kotor Varoš,Ž,multiple_disabilities,392
2013,Broj,Krupa Na Uni,Oba pola,multiple_disabilities,88
2013,Broj,Krupa Na Uni,M,multiple_disabilities,40
2013,Broj,Krupa Na Uni,Ž,multiple_disabilities,48
2013,Broj,Kupres,Oba pola,multiple_disabilities,21
2013,Broj,Kupres,M,multiple_disabilities,13
2013,Broj,Kupres,Ž,multiple_disabilities,8
2013,Broj,Laktaši,Oba pola,multiple_disabilities,887
2013,Broj,Laktaši,M,multiple_disabilities,413
2013,Broj,Laktaši,Ž,multiple_disabilities,474
2013,Broj,Lopare,Oba pola,multiple_disabilities,583
2013,Broj,Lopare,M,multiple_disabilities,254
2013,Broj,Lopare,Ž,multiple_disabilities,329
2013,Broj,Ljubinje,Oba pola,multiple_disabilities,81
2013,Broj,Ljubinje,M,multiple_disabilities,34
2013,Broj,Ljubinje,Ž,multiple_disabilities,47
2013,Broj,Milići,Oba pola,multiple_disabilities,314
2013,Broj,Milići,M,multiple_disabilities,130
2013,Broj,Milići,Ž,multiple_disabilities,184
2013,Broj,Modriča,Oba pola,multiple_disabilities,927
2013,Broj,Modriča,M,multiple_disabilities,399
2013,Broj,Modriča,Ž,multiple_disabilities,528
2013,Broj,Mrkonjić Grad,Oba pola,multiple_disabilities,475
2013,Broj,Mrkonjić Grad,M,multiple_disabilities,210
2013,Broj,Mrkonjić Grad,Ž,multiple_disabilities,265
2013,Broj,Nevesinje,Oba pola,multiple_disabilities,327
2013,Broj,Nevesinje,M,multiple_disabilities,130
2013,Broj,Nevesinje,Ž,multiple_disabilities,197
2013,Broj,Novi Grad,Oba pola,multiple_disabilities,1049
2013,Broj,Novi Grad,M,multiple_disabilities,446
2013,Broj,Novi Grad,Ž,multiple_disabilities,603
2013,Broj,Novo Goražde,Oba pola,multiple_disabilities,75
2013,Broj,Novo Goražde,M,multiple_disabilities,28
2013,Broj,Novo Goražde,Ž,multiple_disabilities,47
2013,Broj,Osmaci,Oba pola,multiple_disabilities,189
2013,Broj,Osmaci,M,multiple_disabilities,79
2013,Broj,Osmaci,Ž,multiple_disabilities,110
2013,Broj,Oštra Luka,Oba pola,multiple_disabilities,132
2013,Broj,Oštra Luka,M,multiple_disabilities,63
2013,Broj,Oštra Luka,Ž,multiple_disabilities,69
2013,Broj,Pale,Oba pola,multiple_disabilities,446
2013,Broj,Pale,M,multiple_disabilities,209
2013,Broj,Pale,Ž,multiple_disabilities,237
2013,Broj,Pelagićevo,Oba pola,multiple_disabilities,268
2013,Broj,Pelagićevo,M,multiple_disabilities,102
2013,Broj,Pelagićevo,Ž,multiple_disabilities,166
2013,Broj,Petrovac,Oba pola,multiple_disabilities,7
2013,Broj,Petrovac,M,multiple_disabilities,4
2013,Broj,Petrovac,Ž,multiple_disabilities,3
2013,Broj,Petrovo,Oba pola,multiple_disabilities,378
2013,Broj,Petrovo,M,multiple_disabilities,156
2013,Broj,Petrovo,Ž,multiple_disabilities,222
2013,Broj,Grad Prijedor,Oba pola,multiple_disabilities,2789
2013,Broj,Grad Prijedor,M,multiple_disabilities,1276
2013,Broj,Grad Prijedor,Ž,multiple_disabilities,1513
2013,Broj,Prnjavor,Oba pola,multiple_disabilities,1199
2013,Broj,Prnjavor,M,multiple_disabilities,465
2013,Broj,Prnjavor,Ž,multiple_disabilities,734
2013,Broj,Ribnik,Oba pola,multiple_disabilities,272
2013,Broj,Ribnik,M,multiple_disabilities,128
2013,Broj,Ribnik,Ž,multiple_disabilities,144
2013,Broj,Rogatica,Oba pola,multiple_disabilities,407
2013,Broj,Rogatica,M,multiple_disabilities,164
2013,Broj,Rogatica,Ž,multiple_disabilities,243
2013,Broj,Rudo,Oba pola,multiple_disabilities,252
2013,Broj,Rudo,M,multiple_disabilities,104
2013,Broj,Rudo,Ž,multiple_disabilities,148
2013,Broj,Sokolac,Oba pola,multiple_disabilities,347
2013,Broj,Sokolac,M,multiple_disabilities,143
2013,Broj,Sokolac,Ž,multiple_disabilities,204
2013,Broj,Srbac,Oba pola,multiple_disabilities,576
2013,Broj,Srbac,M,multiple_disabilities,257
2013,Broj,Srbac,Ž,multiple_disabilities,319
2013,Broj,Srebrenica,Oba pola,multiple_disabilities,381
2013,Broj,Srebrenica,M,multiple_disabilities,144
2013,Broj,Srebrenica,Ž,multiple_disabilities,237
2013,Broj,Teslić,Oba pola,multiple_disabilities,1374
2013,Broj,Teslić,M,multiple_disabilities,585
2013,Broj,Teslić,Ž,multiple_disabilities,789
2013,Broj,Grad Trebinje,Oba pola,multiple_disabilities,689
2013,Broj,Grad Trebinje,M,multiple_disabilities,280
2013,Broj,Grad Trebinje,Ž,multiple_disabilities,409
2013,Broj,Trnovo,Oba pola,multiple_disabilities,69
2013,Broj,Trnovo,M,multiple_disabilities,31
2013,Broj,Trnovo,Ž,multiple_disabilities,38
2013,Broj,Ugljevik,Oba pola,multiple_disabilities,402
2013,Broj,Ugljevik,M,multiple_disabilities,165
2013,Broj,Ugljevik,Ž,multiple_disabilities,237
2013,Broj,Foča,Oba pola,multiple_disabilities,581
2013,Broj,Foča,M,multiple_disabilities,262
2013,Broj,Foča,Ž,multiple_disabilities,319
2013,Broj,Han Pijesak,Oba pola,multiple_disabilities,95
2013,Broj,Han Pijesak,M,multiple_disabilities,30
2013,Broj,Han Pijesak,Ž,multiple_disabilities,65
2013,Broj,Čajniče,Oba pola,multiple_disabilities,176
2013,Broj,Čajniče,M,multiple_disabilities,77
2013,Broj,Čajniče,Ž,multiple_disabilities,99
2013,Broj,Čelinac,Oba pola,multiple_disabilities,624
2013,Broj,Čelinac,M,multiple_disabilities,269
2013,Broj,Čelinac,Ž,multiple_disabilities,355
2013,Broj,Šamac,Oba pola,multiple_disabilities,567
2013,Broj,Šamac,M,multiple_disabilities,228
2013,Broj,Šamac,Ž,multiple_disabilities,339
2013,Broj,Šekovići,Oba pola,multiple_disabilities,222
2013,Broj,Šekovići,M,multiple_disabilities,101
2013,Broj,Šekovići,Ž,multiple_disabilities,121
2013,Broj,Šipovo,Oba pola,multiple_disabilities,322
2013,Broj,Šipovo,M,multiple_disabilities,132
2013,Broj,Šipovo,Ž,multiple_disabilities,190
