Year,UNIT_MEASURE,Административно подручје,Пол,Disabilities,Value
2013,Број,Фоча,Оба пола,more_disabilities,581
2013,Број,Фоча,M,more_disabilities,262
2013,Број,Фоча,Ж,more_disabilities,319
2013,Број,Хан Пијесак,Оба пола,more_disabilities,95
2013,Број,Хан Пијесак,M,more_disabilities,30
2013,Број,Хан Пијесак,Ж,more_disabilities,65
2013,Број,Чајниче,Оба пола,more_disabilities,176
2013,Број,Чајниче,M,more_disabilities,77
2013,Број,Чајниче,Ж,more_disabilities,99
2013,Број,Челинац,Оба пола,more_disabilities,624
2013,Број,Челинац,M,more_disabilities,269
2013,Број,Челинац,Ж,more_disabilities,355
2013,Број,Шамац,Оба пола,more_disabilities,567
2013,Број,Шамац,M,more_disabilities,228
2013,Број,Шамац,Ж,more_disabilities,339
2013,Број,Шековићи,Оба пола,more_disabilities,222
2013,Број,Шековићи,M,more_disabilities,101
2013,Број,Шековићи,Ж,more_disabilities,121
2013,Број,Шипово,Оба пола,more_disabilities,322
2013,Број,Шипово,M,more_disabilities,132
2013,Број,Шипово,Ж,more_disabilities,190
